ѕродукт, алорийность,Ѕелки,∆иры,”глеводы
" урица, цыпл€та-бройлеры, только кожа, обжаренна€ в кл€ре",394 к ал,"10,32 г","28,83 г","23,15 г"
" урица, цыпл€та-бройлеры, только кожа, обжаренна€ в панировке",502 к ал,"19,09 г","42,58 г","9,34 г"
" урица, цыпл€та-бройлеры, только кожа, приготовленна€ на гриле",406 к ал,"17,66 г","37,24 г","0,11 г"
" урица, цыпл€та-бройлеры, только кожа, тушена€",363 к ал,"15,22 г","33,04 г",0 г
" урица, цыпл€та-бройлеры, только м€со",119 к ал,"21,39 г","3,08 г",0 г
" урица, цыпл€та-бройлеры, только м€со, запечЄнное",190 к ал,"28,93 г","7,41 г",0 г
" урица, цыпл€та-бройлеры, только м€со, обжаренное",219 к ал,"30,57 г","9,12 г","1,59 г"
" урица, цыпл€та-бройлеры, только м€со, тушеное",177 к ал,"27,29 г","6,71 г",0 г
" урица, цыпл€та-бройлеры, тушеные",219 к ал,"24,68 г","12,56 г",0 г
" урица, цыпл€та-бройлеры, шейки",297 к ал,"14,07 г","26,24 г",0 г
" урица, цыпл€та-бройлеры, шейки, вареные на медленном огне",247 к ал,"19,61 г","18,1 г",0 г
" урица, цыпл€та-бройлеры, шейки, обжаренные в кл€ре",330 к ал,"19,82 г","23,52 г","8,7 г"
" урица, цыпл€та-бройлеры, шейки, обжаренные в панировке",332 к ал,"24,01 г","23,61 г","4,24 г"
" урица, цыпл€та-бройлеры, шейки, только м€со",154 к ал,"17,55 г","8,78 г",0 г
" урица, цыпл€та-бройлеры, шейки, только м€со, вареные на медленном огне",179 к ал,"24,56 г","8,18 г",0 г
" урица, цыпл€та-бройлеры, шейки, только м€со, обжаренное",229 к ал,"26,87 г","11,88 г","1,77 г"
ћолода€ индейка,168 к ал,"20,18 г","9,09 г",0 г
"ћолода€ индейка, белое м€со",116 к ал,"23,64 г","1,66 г",0 г
"ћолода€ индейка, белое м€со с кожей",165 к ал,"21,51 г","8,1 г",0 г
"ћолода€ индейка, белое м€со с кожей, запечЄнное",207 к ал,"28,64 г","9,4 г",0 г
"ћолода€ индейка, белое м€со, запечЄнное",161 к ал,"29,89 г","3,74 г",0 г
"ћолода€ индейка, грудка с кожей",167 к ал,"21,62 г","8,3 г",0 г
"ћолода€ индейка, грудка с кожей, запечЄнна€",194 к ал,"28,8 г","7,86 г",0 г
"ћолода€ индейка, запечЄнна€",218 к ал,"28,09 г","10,88 г",0 г
"ћолода€ индейка, крылышки",210 к ал,"19,93 г","13,87 г",0 г
"ћолода€ индейка, крылышки, запечЄнные",238 к ал,"27,3 г","13,46 г",0 г
"ћолода€ индейка, окорочка",151 к ал,"19,46 г","7,5 г",0 г
"ћолода€ индейка, окорочка, запечЄнные",213 к ал,"27,73 г","10,5 г",0 г
"ћолода€ индейка, потроха и шейки",166 к ал,"20,15 г","8,78 г","0,11 г"
"ћолода€ индейка, потроха и шейки, запечЄнные",215 к ал,28 г,"10,55 г","0,07 г"
"ћолода€ индейка, спинки",218 к ал,"17,51 г","15,93 г",0 г
"ћолода€ индейка, спинки, запечЄнные",254 к ал,"26,41 г","15,64 г",0 г
"ћолода€ индейка, темное м€со",130 к ал,"20,07 г","4,88 г",0 г
"ћолода€ индейка, темное м€со с кожей",172 к ал,"18,65 г","10,25 г",0 г
"ћолода€ индейка, темное м€со с кожей, запечЄнное",232 к ал,"27,37 г","12,78 г",0 г
"ћолода€ индейка, темное м€со, запечЄнное",192 к ал,"28,42 г","7,79 г",0 г
"ћолода€ индейка, только кожа",417 к ал,"11,79 г","40,62 г",0 г
"ћолода€ индейка, только кожа, запечЄнна€",482 к ал,"19,03 г","44,45 г",0 г
"ћолода€ индейка, только м€со",122 к ал,"21,76 г","3,18 г",0 г
"ћолода€ индейка, только м€со, запечЄнное",175 к ал,"29,25 г","5,51 г",0 г
ћолодой индюк,154 к ал,"20,45 г","7,43 г",0 г
"ћолодой индюк, белое м€со",114 к ал,"23,43 г","1,57 г",0 г
"ћолодой индюк, белое м€со с кожей",156 к ал,"21,63 г","7,04 г",0 г
"ћолодой индюк, белое м€со с кожей, запечЄнное",191 к ал,"28,48 г","7,7 г",0 г
"ћолодой индюк, белое м€со, запечЄнное",154 к ал,"29,88 г","2,92 г",0 г
"ћолодой индюк, грудка с кожей",151 к ал,"21,96 г","6,34 г",0 г
"ћолодой индюк, грудка с кожей, запечЄнна€",189 к ал,"28,61 г","7,39 г",0 г
"ћолодой индюк, запечЄнный",202 к ал,"28,09 г","9,06 г",0 г
"ћолодой индюк, крылышки",188 к ал,"20,45 г","11,22 г",0 г
"ћолодой индюк, крылышки, запечЄнные",221 к ал,"27,45 г","11,5 г",0 г
"ћолодой индюк, окорочка, запечЄнные",206 к ал,"27,93 г","9,63 г",0 г
"ћолодой индюк, окорочка, м€со и кожа, сырые",141 к ал,"19,54 г","6,34 г",0 г
"ћолодой индюк, потроха и шейки",152 к ал,"20,39 г","7,21 г","0,08 г"
"ћолодой индюк, потроха и шейки, запечЄнные",199 к ал,"27,97 г","8,81 г","0,1 г"
"ћолодой индюк, спинка, запечЄнна€",238 к ал,"26,8 г","13,65 г",0 г
"ћолодой индюк, спинки, м€со и кожа, сырые",179 к ал,"18,47 г","11,14 г",0 г
"ћолодой индюк, темное м€со",123 к ал,"20,04 г","4,11 г",0 г
"ћолодой индюк, темное м€со с кожей",152 к ал,"19,05 г","7,89 г",0 г
"ћолодой индюк, темное м€со с кожей, запечЄнное",216 к ал,"27,58 г","10,85 г",0 г
"ћолодой индюк, темное м€со, запечЄнное",185 к ал,"28,68 г","6,98 г",0 г
"ћолодой индюк, только кожа",368 к ал,"13,24 г","34,56 г",0 г
"ћолодой индюк, только кожа, запечЄнна€",422 к ал,"20,14 г","37,25 г",0 г
"ћолодой индюк, только м€со",117 к ал,"21,72 г","2,7 г",0 г
"ћолодой индюк, только м€со, запечЄнное",168 к ал,"29,36 г","4,68 г",0 г
"ћ€со цыпл€т жареное, быстро замороженное",250 к ал,"26,2 г",16 г,"0,3 г"
"ћ€со цыпл€т паровое, быстро замороженное",213 к ал,"23,3 г","13,3 г",0 г
Ќагетсы из куриной грудки в панировке,263 к ал,"14,73 г","15,75 г","13,91 г"
"Ќагетсы из куриной грудки в панировке, приготовленное в конвекционной печи",293 к ал,"15,78 г","17,69 г",17 г
"ѕалочки из м€са индейки, обжаренные в панировке и кл€ре",279 к ал,"14,2 г","16,9 г",17 г
ѕерепел,192 к ал,"19,63 г","12,05 г",0 г
"ѕерепел, грудка, только м€со",123 к ал,"22,59 г","2,99 г",0 г
"ѕерепел, приготовленный",227 к ал,"25,1 г","14,1 г",0 г
"ѕерепел, только м€со",134 к ал,"21,76 г","4,53 г",0 г
ѕерепелка,230 к ал,"18,2 г","17,3 г","0,4 г"
ѕетух каплун,234 к ал,"18,77 г","17,07 г",0 г
"ѕетух каплун, запечЄнный",229 к ал,"28,96 г","11,65 г",0 г
"ѕетух каплун, потроха",130 к ал,"18,28 г","5,18 г","1,42 г"
"ѕетух каплун, потроха и шейки",232 к ал,"18,51 г","16,9 г","0,08 г"
"ѕетух каплун, потроха и шейки, запечЄнные",226 к ал,"28,35 г","11,67 г","0,04 г"
"ѕетух каплун, потроха, запечЄнные",164 к ал,"26,39 г","5,4 г","0,76 г"
ѕечень гусина€,133 к ал,"16,37 г","4,28 г","6,32 г"
ѕечень индейки,128 к ал,"18,26 г","5,5 г",0 г
"ѕечень индейки, варена€ на медленном огне",189 к ал,27 г,"8,18 г",0 г
ѕечень курина€,"137,6 к ал","20,4 г","5,9 г","0,73 г"
ѕечень курина€,119 к ал,"16,92 г","4,83 г","0,73 г"
"ѕечень курина€, варена€ на медленном огне",167 к ал,"24,46 г","6,51 г","0,87 г"
"ѕечень курина€, жарена€ на сковороде",172 к ал,"25,78 г","6,43 г","1,11 г"
ѕечень утина€,136 к ал,"18,74 г","4,64 г","3,53 г"
ѕечень цыпленка-бройлера,122 к ал,"20,6 г","3,7 г","1,5 г"
"–агу из индейки, по 2-10",131 к ал,6 г,"7,9 г","8,9 г"
"–агу из курицы, по 2-8",131 к ал,6 г,8 г,"8,5 г"
"–агу из утки, по 2-10",186 к ал,"6,3 г","13,5 г","9,6 г"
"–агу из цыпленка, по 2-8",125 к ал,"6,2 г","7,1 г","8,9 г"
"—алат с курицей, по 1-82",137 к ал,"5,7 г","9,9 г",6 г
—ердечки индейки,140 к ал,"16,7 г","7,44 г","0,4 г"
"—ердечки индейки, вареные на медленном огне",174 к ал,"24,88 г","7,52 г",0 г
—ердечки куриные,153 к ал,"15,55 г","9,33 г","0,71 г"
"—ердечки куриные, вареные на медленном огне",185 к ал,"26,41 г","7,92 г","0,1 г"
—ердце куриное,159 к ал,"15,8 г","10,3 г","0,8 г"
—ердце цыпленка-бройлера,148 к ал,"17,3 г","8,3 г","0,9 г"
"—траус, верхн€€ часть филе",119 к ал,"21,67 г","2,95 г",0 г
"—траус, верхн€€ часть филе, приготовленна€",155 к ал,"28,12 г","3,87 г",0 г
"—траус, внешн€€ часть бедра",115 к ал,"22,86 г","1,96 г",0 г
"—траус, внешн€€ часть филе",120 к ал,"23,36 г","2,21 г",0 г
"—траус, внешн€€ часть филе, приготовленна€",156 к ал,"28,55 г","3,83 г",0 г
"—траус, внутренн€€ часть бедра",111 к ал,"22,39 г","1,72 г",0 г
"—траус, внутренн€€ часть бедра, приготовленна€",141 к ал,"29,01 г","1,94 г",0 г
"—траус, внутренн€€ часть филе",127 к ал,"23,69 г","2,87 г",0 г
"—траус, внутренн€€ часть филе, приготовленна€",164 к ал,"29,37 г","4,26 г",0 г
"—траус, вырезка",123 к ал,"22,07 г","3,19 г",0 г
"—траус, грудка порезанна€",114 к ал,"21,85 г","2,3 г",0 г
"—траус, грудка порезанна€, приготовленна€",145 к ал,"28,49 г","2,57 г",0 г
"—траус, мышца-подниматель хвоста",117 к ал,"21,81 г","2,65 г",0 г
"—траус, нежное м€со спины",125 к ал,"21,55 г","3,67 г",0 г
"—траус, нежное м€со спины, приготовленное",159 к ал,"28,81 г","3,97 г",0 г
"—траус, огузок, сырой",116 к ал,"21,99 г","2,4 г",0 г
"—траус, фарш, жареный на сковороде",175 к ал,"26,15 г","7,07 г",0 г
"—траус, фарш, сырой",165 к ал,"20,22 г","8,7 г",0 г
"”тенок белой пекинской утки, грудка с кожей, запечЄнна€",202 к ал,"24,5 г","10,85 г",0 г
"”тенок белой пекинской утки, грудка, только м€со, жареное на открытом огне",140 к ал,"27,6 г","2,5 г",0 г
"”тенок белой пекинской утки, окорок запечЄнный",217 к ал,"26,75 г","11,4 г",0 г
"”тенок белой пекинской утки, окорочка, только м€со, тушеные",178 к ал,"29,1 г","5,96 г",0 г
”тка 1 кат.,405 к ал,"15,8 г",38 г,0 г
”тка 2 кат.,287 к ал,"17,2 г","24,2 г",0 г
"”тка в собственном соку, консервы",223 к ал,16 г,"17,5 г","0,3 г"
”тка дика€,211 к ал,"17,42 г","15,2 г",0 г
"”тка дика€, только м€со",123 к ал,"19,85 г","4,25 г",0 г
”тка домашн€€,404 к ал,"11,49 г","39,34 г",0 г
"”тка домашн€€, запечЄнна€",337 к ал,"18,99 г","28,35 г",0 г
"”тка домашн€€, только м€со",135 к ал,"18,28 г","5,95 г","0,94 г"
"”тка домашн€€, только м€со, запечЄное",201 к ал,"23,48 г","11,2 г",0 г
"”тка жарена€, по 2-16",407 к ал,"23,2 г","34,9 г","0,1 г"
"”тка отварна€, по 2-6",385 к ал,"18,1 г","34,6 г",0 г
"”тка фаршированна€ картофелем, по 2-18",169 к ал,"7,1 г","10,9 г","10,5 г"
”т€та 1 кат.,309 к ал,16 г,"27,2 г",0 г
”т€та 2 кат.,258 к ал,18 г,"20,7 г",0 г
‘азан,181 к ал,"22,7 г","9,29 г",0 г
"‘азан, грудка, только м€со",133 к ал,"24,37 г","3,25 г",0 г
"‘азан, окорочка, только м€со",134 к ал,"22,2 г","4,3 г",0 г
"‘азан, приготовленный",239 к ал,"32,4 г","12,1 г",0 г
"‘азан, только м€со",133 к ал,"23,57 г","3,64 г",0 г
‘арш из индейки,148 к ал,"19,66 г","7,66 г",0 г
"‘арш из индейки, 85% м€са, 15% жира",180 к ал,"16,9 г","12,54 г",0 г
"‘арш из индейки, 85% м€са, 15% жира, жаренный на сковороде",258 к ал,"25,11 г","17,45 г",0 г
"‘арш из индейки, 85% м€са, 15% жира, котлеты, жаренные на открытом огне",249 к ал,"25,88 г","16,2 г",0 г
"‘арш из индейки, 93% м€са, 7% жира",150 к ал,"18,73 г","8,34 г",0 г
"‘арш из индейки, 93% м€са, 7% жира, жаренный на сковороде",213 к ал,"27,1 г","11,6 г",0 г
"‘арш из индейки, 93% м€са, 7% жира, котлеты, жаренные на открытом огне",207 к ал,"25,86 г","11,45 г",0 г
"‘арш из индейки, обезжиренный, 1.95% жира",112 к ал,"23,57 г","1,95 г",0 г
"‘арш из индейки, обезжиренный, 2.48% жира, котлеты, жаренные на открытом огне",138 к ал,"28,99 г","2,48 г",0 г
"‘арш из индейки, обезжиренный, 2.71% жира, жаренный на сковороде",151 к ал,"31,69 г","2,71 г",0 г
"‘арш из индейки, приготовленный",203 к ал,"27,37 г","10,4 г",0 г
"‘арш колбасный куриный, консервы",200 к ал,15 г,"15,6 г","1,4 г"
"‘рикадельки из курицы, по 2-26",163 к ал,"18,2 г","6,5 г","7,8 г"
"‘уа-гра, консервированна€ гусина€ печень, копченна€",462 к ал,"11,4 г","43,84 г","4,67 г"
÷есарка,158 к ал,"23,4 г","6,45 г",0 г
"÷есарка, только м€со",110 к ал,"20,64 г","2,47 г",0 г
"÷ыпл€та жареные, по 2-14",261 к ал,24 г,"18,3 г","0,1 г"
"÷ыпл€та отварные, по 2-4",211 к ал,"21,1 г","13,6 г",0 г
"÷ыпл€та табака жареные, по 2-20",281 к ал,"24,8 г","20,2 г","0,1 г"
"Ёму, верхн€€ часть филе, жареное на огне",152 к ал,"29,07 г","3,13 г",0 г
"Ёму, внутренн€ часть голени",108 к ал,"22,22 г","1,49 г",0 г
"Ёму, внутренн€ часть голени, жарена€ на огне",156 к ал,"32,38 г","2,01 г",0 г
"Ёму, мышца-подниматель хвоста, жареное на огне",154 к ал,"31,27 г","2,3 г",0 г
"Ёму, мышца-подниматель хвоста, сырое",103 к ал,"22,5 г","0,8 г",0 г
"Ёму, наружна€ часть голени",103 к ал,"23,08 г","0,48 г",0 г
"Ёму, нежное м€со спины, сырое",141 к ал,"22,81 г","4,86 г",0 г
"Ёму, огузок",112 к ал,"22,83 г","1,64 г",0 г
"Ёму, огузок, жареный на огне",168 к ал,"33,67 г","2,68 г",0 г
"Ёму, плоское филе, сырое",102 к ал,"22,25 г","0,74 г",0 г
"Ёму, фарш",134 к ал,"22,77 г","4,03 г",0 г
"Ёму, фарш, жареный на сковороде",163 к ал,"28,43 г","4,65 г",0 г
